5.345084412051964717e-02,5.139201264807983366e-02,4.830442935781185249e-02,4.354827074018699506e-02,4.243365372104473954e-02,3.595314464178231417e-02,3.739388469173823143e-02,3.125882662626702085e-02,3.042612304719705466e-02,2.772810061009639906e-02,2.445083843019066339e-02,2.218530805840707859e-02,2.033733319030696027e-02,1.832937447911269987e-02,1.629968316742786902e-02,1.523651968073436343e-02,1.237621899344069215e-02,1.088563992997038446e-02,1.015235115044133343e-02,9.451013765138965503e-03,7.965335521047941375e-03,6.890836958866193053e-03,6.305067408523637798e-03,5.567742409562388001e-03,4.780808138776162543e-03,4.290330885376539630e-03,3.780704628100844955e-03,3.333933478024284081e-03,2.981198184309216334e-03,2.511981542201444702e-03,2.313025472378237024e-03
5.301122162368522572e-02,5.411536769499974975e-02,4.944607788862497716e-02,5.015863627060547503e-02,4.766674721896308614e-02,4.534104620522046158e-02,3.966185450216237057e-02,3.613367145667550906e-02,3.430732114801626070e-02,3.100563346785240038e-02,2.844990771718918648e-02,2.475303922151180641e-02,2.315351681656978994e-02,2.106199190214126313e-02,1.936029285366295399e-02,1.685645109537231220e-02,1.408820113600364569e-02,1.266816537961331507e-02,1.110869286394042948e-02,9.711108767321835825e-03,9.051925849822820350e-03,7.526563051870923358e-03,6.692911693700511269e-03,6.005545435934273209e-03,5.304727711116552329e-03,4.667426677945439063e-03,4.225581261240023492e-03,3.694829687259165545e-03,3.189486134191928893e-03,2.931927734573450215e-03,2.403269896406418256e-03
6.068020372796829182e-02,6.000119783485195063e-02,5.839245150106721349e-02,5.880147991389617773e-02,5.572876184055881865e-02,4.975302684349584836e-02,5.033237995821079891e-02,4.357918826552855535e-02,3.969111349143953499e-02,3.729708779321581208e-02,3.232029267274984935e-02,2.853029482866858632e-02,2.666494319071639751e-02,2.317580066196439983e-02,2.279724646816008032e-02,1.870752022092664682e-02,1.691143742371122374e-02,1.451939797686961631e-02,1.337626593923814389e-02,1.156828759694311821e-02,1.014142672494048637e-02,8.996706842826376546e-03,7.728384139056850705e-03,6.842675810381992733e-03,5.899706199300674275e-03,4.987175502285058105e-03,4.497376972097194385e-03,3.669957765274179697e-03,3.384841673407119542e-03,2.924374900727944471e-03,2.612846922904633190e-03
6.295083846982556242e-02,6.221130817124152085e-02,5.943087316074649462e-02,6.567150423994659592e-02,6.375911063338655926e-02,5.837903162557330633e-02,5.241932913273108369e-02,4.820919082047126630e-02,4.538608147382993535e-02,4.209599891649536824e-02,3.859069651866518791e-02,3.437856608625352445e-02,3.044491531222911010e-02,2.856390481692729424e-02,2.385139512596439609e-02,2.131510489740682385e-02,1.933404943066007950e-02,1.686589754049765827e-02,1.521902279083814369e-02,1.350704213006591152e-02,1.117050989872362537e-02,9.522427921843309995e-03,8.513678483941227587e-03,7.586195628423812558e-03,6.679490560379028503e-03,5.537156301291509646e-03,4.798059197787678948e-03,4.182950838278182495e-03,3.629124098000404298e-03,3.108554381121140207e-03,2.707088787319163713e-03
6.621942660225543786e-02,6.951198363790811463e-02,6.853190022389016312e-02,6.301561577297543071e-02,6.441851759905907471e-02,6.710575465288913521e-02,6.246916917647955120e-02,5.494868743305663522e-02,5.419925978463565469e-02,5.117905186912159732e-02,4.808854993235762293e-02,3.895205795864850606e-02,3.553296794992839847e-02,3.282278370441733123e-02,2.777908437457942206e-02,2.606143174103933008e-02,2.309200012856113884e-02,2.036728623118459411e-02,1.742608640697304243e-02,1.461282523694163241e-02,1.244376508853027065e-02,1.155818702023273491e-02,9.788828711560523463e-03,8.665094746050329075e-03,7.684113730700962638e-03,6.215692378582052952e-03,5.317759578726924917e-03,4.893945516253290356e-03,4.081900527789299529e-03,3.342800251271775894e-03,2.874906168316955415e-03
6.831569159307313011e-02,6.984815308938591150e-02,6.997900277992695484e-02,7.330048863937452253e-02,7.355013513862941610e-02,7.055419367581421131e-02,7.081069135048537189e-02,6.768236540102841314e-02,6.081872270843289435e-02,5.690538812767611393e-02,5.431395949374977911e-02,4.627313320569218652e-02,4.451681618739483648e-02,3.964591533962191078e-02,3.664100134866113412e-02,2.967968264072019802e-02,2.700085009840665420e-02,2.354734358527330734e-02,2.037861572109978675e-02,1.746250098217786220e-02,1.524857794130058709e-02,1.342018963607629137e-02,1.142271540127969519e-02,9.745467241888256665e-03,7.780391466544839436e-03,7.265300040826722788e-03,6.204540946957264047e-03,5.218540182949305689e-03,4.313650579319382866e-03,3.620367016083308933e-03,3.274791980407493891e-03
6.760506635186368241e-02,7.322357146179060694e-02,7.376909530767875034e-02,7.526604974362952061e-02,7.701449192521019060e-02,7.629522938854645109e-02,7.613508028730830990e-02,7.810154408292266370e-02,7.457212342313797315e-02,6.913364429414980972e-02,6.197963641629045811e-02,5.936388411627979700e-02,5.360939055607700371e-02,4.715057959751873390e-02,4.163529193805734496e-02,3.664943036234385998e-02,3.311843083684240518e-02,2.819251085588293446e-02,2.386433110666395449e-02,2.014702892632052808e-02,1.747739578441512634e-02,1.503024354164717198e-02,1.335870321575627004e-02,1.097749146941720717e-02,9.422936910658440829e-03,8.393576590449817326e-03,6.834693382882264280e-03,5.945093225763744757e-03,5.051372322912958679e-03,3.937057028801330995e-03,3.502217560950295072e-03
7.107181567289994062e-02,7.525020045182680140e-02,7.456457168924525425e-02,7.819366888079100353e-02,8.193224857264332084e-02,8.434185004130732854e-02,8.118154514898720531e-02,8.261222789089403551e-02,8.204122972621254173e-02,7.715521732318483816e-02,7.366724307188643461e-02,6.825746499781285004e-02,6.301398973571362139e-02,5.596472487201566148e-02,4.613039673323080653e-02,4.344540993700227866e-02,3.945201267732353217e-02,3.556297644452762613e-02,2.876019199248098374e-02,2.537599863950321805e-02,2.256720541252390383e-02,1.782182886845872991e-02,1.586418872330136801e-02,1.340856155244102288e-02,1.164927050109219354e-02,9.469856283448041534e-03,7.523890393059934519e-03,6.872791034470500729e-03,5.538120682026329185e-03,4.865056168962868417e-03,3.771551445770086365e-03
6.515401148002439302e-02,6.845710342986811858e-02,6.983681507275153744e-02,7.502777090201287469e-02,8.574054276719625389e-02,8.422501659659260842e-02,8.585907771995048010e-02,8.759329082266126276e-02,8.704774635545398098e-02,8.355218471210010267e-02,8.402085648063585543e-02,7.914273095839154115e-02,7.799265293646831521e-02,6.470230902256982053e-02,6.389120502324741047e-02,5.744081885840086887e-02,4.689097226956689263e-02,4.043698686417294269e-02,3.471301016730953676e-02,3.084383269010290349e-02,2.544489279814886665e-02,2.321345991301281692e-02,1.822628548538037657e-02,1.604037536275992534e-02,1.279718408671076148e-02,1.075256355089297504e-02,9.424771667000082093e-03,7.580947528383188971e-03,6.494560323402458375e-03,5.067642218766766661e-03,4.255911468887285144e-03
7.155548179219518856e-02,7.379729155903977378e-02,7.946084865597881353e-02,7.899526895386367598e-02,8.565036362102840251e-02,8.741560820303168056e-02,9.446985866955860678e-02,8.920072811245924327e-02,9.083530320719108986e-02,9.393084980500342185e-02,9.382885058539146284e-02,9.097163849067416153e-02,8.503494392879701325e-02,8.644191237594901767e-02,7.456368844145409847e-02,6.529261592637669587e-02,5.640579025192244550e-02,4.934542493625235920e-02,4.454470229442021589e-02,3.670106434655755895e-02,3.125621694314420496e-02,2.718273585756095234e-02,2.324410169589605224e-02,1.908500785639362721e-02,1.517949753725651371e-02,1.316335052910226275e-02,1.053849928565619293e-02,8.537218269578022295e-03,7.079475085084779504e-03,5.936256026072909454e-03,4.727723171829454826e-03
